4922396132204115|04|2030|658
4922393583204561|08|2028|546
4922397768812668|12|2030|773
4922390565703123|05|2029|865
4922391553041351|09|2030|207
4922393640574089|02|2030|662
4922396411371056|09|2027|831
4922393855253387|10|2029|152
4922394877756589|12|2027|216
4922397615247480|09|2029|213
4922392204721888|03|2029|671
4922392427471089|04|2030|883
4922391284354677|04|2029|800
4922392636253211|08|2028|537
4922396521381730|01|2030|665
4922394372387450|11|2028|116
4922396486183204|01|2029|135
4922391478652019|11|2030|256
4922398036670888|12|2028|756
4922390872687720|05|2029|072
4922390767768700|10|2030|587
4922398613600589|01|2027|721
4922393782354761|09|2029|647
4922391624348488|11|2029|472
4922391715400156|04|2030|435
4922396450415871|05|2029|767
4922396528216632|02|2030|128
4922390446687727|12|2028|710
4922393234446785|08|2028|385
4922397704850335|05|2027|254
4922397651068436|03|2028|636
4922391031286602|08|2028|835
4922393752507166|11|2027|448
4922394524257387|03|2028|420
4922395844617317|06|2027|127
4922390246073755|10|2027|402
4922393737445565|05|2029|811
4922392538486448|11|2029|043
4922395872747440|04|2028|230
4922392811444312|05|2029|744
4922393336050832|03|2028|055
4922397782681149|10|2028|514
4922390458734425|04|2027|144
4922398602404217|06|2029|540
4922394826003448|11|2030|472
4922398404113289|12|2027|058
4922394422705370|07|2028|130
4922393200781645|06|2029|768
4922390187685088|11|2028|883
4922394880810753|12|2027|881
4922393448780219|12|2028|824
4922398706852725|06|2028|162
4922397626635673|02|2027|476
4922397227228506|07|2029|183
4922395764578432|07|2030|785
4922390602667687|12|2027|532
4922397453580505|07|2027|133
4922393017558186|06|2027|724
4922397442510654|09|2027|440
4922394778747018|11|2029|200
4922396283016730|11|2027|008
4922392212431843|07|2029|303
4922395400757739|08|2029|834
4922397255302777|09|2027|535
4922394314086467|03|2030|184
4922396605360733|06|2027|451
4922398224282736|09|2027|546
4922390655274688|07|2029|807
4922393728671146|11|2028|513
4922394408828816|05|2027|145
4922392224577823|01|2028|366
4922391086843281|03|2029|423
4922394468358662|06|2028|661
4922397034271434|04|2030|388
4922395824888003|08|2028|073
4922396548174787|06|2030|204
4922393734845882|11|2028|731
4922397207322550|07|2030|288
4922397088352726|10|2029|848
4922393021067232|10|2028|613
4922394027067515|01|2028|132
4922397533575160|12|2030|081
4922394841241452|06|2029|134
4922398145784042|06|2030|133
4922397273642253|08|2030|177
4922393003226665|02|2028|416
4922391807804851|04|2028|553
4922396834572579|01|2028|542
4922396461384611|01|2028|442
4922396234724333|01|2030|120
4922398715750720|04|2030|862
4922394063224814|11|2029|582
4922397788168521|04|2028|833
4922391164657827|06|2030|113
4922397524831317|12|2029|038
4922390240545188|07|2028|301
4922394435227024|08|2028|852
4922390043511221|02|2027|227
4922396887872561|06|2029|544
4922393036646632|09|2027|474
4922390765852613|01|2027|164
4922390187601887|10|2028|114
4922394671303315|11|2027|337
4922395820710714|01|2028|458
4922390864174455|11|2028|122
4922391546084526|04|2028|458
4922393828237764|09|2029|542
4922393452424860|11|2029|054
4922390148268842|12|2028|851
4922397784188242|09|2030|085
4922397372440849|01|2027|348
4922394670656622|03|2028|782
4922391371758244|05|2030|373
4922392822711311|08|2030|178
4922396602701202|08|2028|406
4922395108405508|09|2028|742
4922390873564266|04|2030|377
4922394155605565|02|2030|850
4922392407587540|12|2030|476
4922397423178364|01|2030|383
4922392272380187|11|2028|761
4922392324856200|02|2027|641
4922393654553573|09|2030|237
4922395042586306|04|2027|418
4922398338322022|01|2027|560
4922394414183545|10|2028|635
4922398803513287|02|2030|237
4922397651800069|05|2029|727
4922390356315244|03|2029|675
4922392205747346|06|2028|025
4922396734063166|10|2030|340
4922396545464470|11|2030|543
4922397285757586|06|2030|043
4922396415110385|08|2027|856
4922396758716335|02|2027|787
4922394128615329|06|2029|157
4922395715041423|02|2027|752
4922397418428501|02|2029|051
4922392221753369|04|2027|882
4922391534748157|03|2030|451
4922390037462803|05|2030|086
4922390478137401|11|2027|748
4922397100455879|01|2028|068
4922395221765705|06|2028|684
4922393181637519|10|2030|231
4922391732345509|02|2030|762
4922393034408761|11|2028|546
4922397026784881|08|2028|611
4922391385010277|01|2030|863
4922390673034445|04|2030|142
4922391773022025|03|2029|481
4922398422636634|06|2029|326
4922397416336003|06|2028|377
4922391774557789|06|2027|852
4922396626134612|06|2027|668
4922393388861839|04|2027|434
4922395873358023|11|2027|444
4922392400065528|09|2027|447
4922390021408457|12|2028|836
4922395878528141|09|2028|808
4922392351231434|06|2027|860
4922394643214103|07|2027|837
4922394582018200|06|2029|417
4922393302713249|05|2028|737
4922392661772168|10|2029|028
4922395464711267|12|2028|670
4922391416432664|12|2027|585
4922397054851800|11|2027|306
4922398364488085|07|2029|721
4922397743337005|08|2027|485
4922398305234648|04|2028|836
4922395520552127|09|2027|576
4922390171428826|06|2028|642
4922393888532872|11|2027|013
4922393455521183|10|2027|023
4922398727452570|10|2030|531
4922396151252706|11|2030|380
4922394660105580|09|2028|833
4922393482431612|05|2027|087
4922398350327883|01|2027|310
4922394324043219|04|2030|230
4922395212570650|12|2027|565
4922398361083756|10|2028|813
4922394377076348|11|2029|673
4922393647033808|10|2029|174
4922395280200743|08|2030|585
4922392064224528|08|2030|872
4922393028878326|10|2027|334
4922392484268139|05|2030|778
4922390657774727|07|2028|646
4922395254424071|08|2030|862
4922391786065219|04|2028|206
4922394362601225|05|2027|753
4922391364862532|04|2030|646
4922398742238459|08|2029|120
4922395700451256|11|2028|852
4922391345201370|09|2030|001
4922390178163061|08|2027|208
4922390314381122|10|2027|571
4922396617342109|07|2029|540
4922395268672228|02|2028|555
4922391277303558|11|2030|151
4922390204277232|06|2029|817
4922395788125830|03|2027|283
4922394722553884|10|2029|044
4922396683378508|01|2029|318
